domain,sentence
apex,after using it for just a month  i could not play any dvd .
apex,i can only hear the sound but no picture !
apex,their customer ( www.apexdigitalinc.com ) service is very poor .
apex,no contact phone number  only eamil contact which did not respond me .
apex,i bought this player during a christmas sale at an excellent price .
apex,however  i should have followed my instincts :
apex,you get what you pay for .
apex,one of the dvd s i received as a christmas present kept freezing .
apex,some dvd s i rented would not play .
apex,now  i suddenly have no picture .
apex,i will say this .
apex,when the player was working it was great but .
apex,the physical appearance of this apex compared to one previous ( ad1100w ) is most appreciated .
apex,the prior one looked and felt lightweight  cheesy  and assembled by the oppressed :
apex,i purchased it for it s easy ability to accept cd-r hacks .
apex,i used it lightly  and it lasted just over one year ( forgot to kill the power one day  and now it only plays dvds ).
apex,back to the 2600 :
apex,1 .
apex,it does nt smell like burning plastic when you open the drive .
apex,2 .
apex,without a doubt the finest looking apex dvd player that i ve seen .
apex,3 .
apex,excellent picture quality - on par with my pioneer  panasonic  and jvc players .
apex,4 .
apex,remote : you can stand it on end ( harder to lose )  and it s far better designed than the 1100s .
apex,anyway  the initial impression is much better than when i opened the box on the 1100 over a year ago - you can telll that apex is trying harder to improve their product .
apex,i d have given it 5 stars  but i m waiting to see if this one holds up to more frequent use than the last one :
apex,with progressive scan  i expect it to play play play - and give my old pioneer a rest .
apex,first of all  i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed .
apex,"unlike some of the other people who received a "" lemon ""  my dvd player came in perfect working condition ."
apex,as a whole  the dvd player has a sleek design and works fine .
apex,what disappointed me is the fact that it does not seem to read certain dvds .
apex,"for example  i tried playing my new "" pirates of the carribean "" extra features dvd  but this dvd player can not read it ."
apex,"at first i thought it is only a isolated incident  but i was proven wrong when the player would not read my "" alias "" dvds as well ."
apex,this player seems to work fine with everything else .
apex,so i do nt understand why it would not work with dvds that seem to have more features in them .
apex,i had apex regular ( non-progressive ) dvd-player for two years .
apex,had no problem with it .
apex,now  i thought it s time to upgrade .
apex,so  i bought apex ad-2600 in november  03 from amazon .
apex,it s running great for all the dvds i have and rented .
apex,i have a dvd burner .
apex,apex ad-2600 runs all the dvd media including dvd + r/rw and dvd-r / rw ( unlike sony or panasonic - one supports only + r/rw and another supports - r/rw ) .
apex,i think  apex is the best dvd player you can get for the price .
apex,some of my friends had well branded dvd-players but they keep complaining that sometime it stucks and sucks !
apex,most of them are already switched to apex and they are happy .
apex,if you are skeptical about trying apex .
apex,take my words and give it a try .
apex,hopefully you wo nt regret .
apex,goodluck !
apex,i bought this to replace an expensive ( $ 300 + ) onkyo dvd player that quit after only 3 years !
apex,i use this with a home theater system and it s amazing how it sounds  the picture clarity is unmatched !
apex,worked for two weeks .
apex,spend the extra 20 $ and buy a name brand dvd player .
