,domain,sentence,aspects
3800,apex,it s running great for all the dvds i have and rented .,"['it', 'all the dvds', 'i']"
3801,apex,i have a dvd burner .,"['i', 'a dvd burner']"
3802,apex,apex ad-2600 runs all the dvd media including dvd + r/rw and dvd-r / rw ( unlike sony or panasonic - one supports only + r/rw and another supports - r/rw ) .,"['apex ad-2600', 'all the dvd media', 'dvd', 'r/rw', 'dvd-r / rw', 'sony', 'panasonic - one', 'only + r/rw', 'another supports - r/rw']"
3803,apex,i think  apex is the best dvd player you can get for the price .,"['i', 'apex', 'the best dvd player', 'you', 'the price']"
3804,apex,some of my friends had well branded dvd-players but they keep complaining that sometime it stucks and sucks !,"['some', 'my friends', 'dvd-players', 'they', 'it']"
3805,apex,most of them are already switched to apex and they are happy .,"['them', 'they']"
3806,apex,if you are skeptical about trying apex .,"['you', 'apex']"
3807,apex,take my words and give it a try .,"['my words', 'it', 'a try']"
3808,apex,hopefully you wo nt regret .,['you']
3809,apex,goodluck !,['goodluck']
3810,apex,i bought this to replace an expensive ( $ 300 + ) onkyo dvd player that quit after only 3 years !,"['i', 'this', 'onkyo dvd player', 'that', 'only 3 years']"
3811,apex,i use this with a home theater system and it s amazing how it sounds  the picture clarity is unmatched !,"['i', 'this', 'a home theater system', 'it', 'it', 'the picture clarity']"
3812,apex,worked for two weeks .,['two weeks']
3813,apex,spend the extra 20 $ and buy a name brand dvd player .,['a name brand dvd player']
3814,apex,apex sucks !,['apex']
3815,apex,only the cheap and poor would buy one .,[]
3816,apex,i got one of these to serve as a second dvd player in my house .,"['i', 'these', 'a second dvd player', 'my house']"
3817,apex,it s a compact  attractive machine and was easy to set up .,"['it', 'a compact  attractive machine']"
3818,apex,basic usage is easy  but the remote has a lot of buttons that i have nt used .,"['basic usage', 'the remote', 'a lot', 'buttons', 'that', 'i']"
3819,apex,the picture is clear  bright and sharp and the sound is good .,"['the picture', 'the sound']"
3820,apex,again  though  it has only been used sparingly .,['it']
3821,apex,"the catch is that  while it plays movies just fine  it has refused to read second discs with the movie "" extras "" on them on the two occaisions when i tried to do that .","['the catch', 'it', 'movies', 'it', 'second discs', 'the movie "" extras', 'them', 'the two occaisions', 'i', 'that']"
3822,apex,it s not a big deal for me .,"['it', 'a big deal', 'me']"
3823,apex,i simply watched the extra features on another player .,"['i', 'the extra features', 'another player']"
3824,apex,had this been my only dvd player  though  it would have been a real problem .,"['this', 'my only dvd player', 'it', 'a real problem']"
3825,apex,as it is  i m keeping the machine .,"['it', 'i', 'the machine']"
3826,apex,but i would expect that  since my movie discs have all played with no problem  the extras discs would  too  without any additional tweaking .,"['i', 'my movie discs', 'no problem', 'the extras discs', 'any additional tweaking']"
3827,apex,i m giving this player cautious recommendation .,"['i', 'this player', 'cautious recommendation']"
3828,apex,be advised  however  that you may encounter problems .,"['you', 'problems']"
3829,apex,received apex dvd and the picture was great when set up with s connector .,"['apex dvd', 'the picture', 's', 'connector']"
3830,apex,the remote is a little hard to understand .,['the remote']
3831,apex,"my jpeg pictures are viewable ( not so sharp and vivid ) on my 27 "" screen but seem not as clear as when i view them on my 17 "" monitor .","['my jpeg pictures', 'my 27 "" screen', 'i', 'them', 'my 17 "" monitor']"
3832,apex,so far the dvd works so i hope it does nt break down like the reviews i ve read .,"['the dvd', 'i', 'it', 'the reviews', 'i']"
3833,apex,prior to christmas  it seems the reviews were very good but after that it seems the reviews went bad !,"['christmas', 'it', 'the reviews', 'that', 'it', 'the reviews']"
3834,apex,i would nt gotten this dvd based on the reviews i read after christmas .,"['i', 'this dvd', 'the reviews', 'i', 'christmas']"
3835,apex,video output stopped workin .,"['video output', 'workin']"
3836,apex,this was an awesome player  before the video output no longer worked ( after about 3 weeks ) .,"['this', 'an awesome player', 'the video output', 'about 3 weeks']"
3837,apex,i might have gotten a lemon  but this is not the first report of video output failure on this machine .,"['i', 'a lemon', 'this', 'the first report', 'video output failure', 'this machine']"
3838,apex,i am returning it  and again in the market for a multiformat dvd  svcd  vcd  mp3  etc. player .,"['i', 'it', 'the market', 'a multiformat dvd  svcd  vcd']"
3839,apex,i bought the apex ad-2600 dvd player for the family for christmas .,"['i', 'the apex ad-2600 dvd player', 'the family', 'christmas']"
3840,apex,set up was easy and we enjoyed it for just over a week .,"['we', 'it', 'just over a week']"
3841,apex,there was occasionally a lip-sync issue ( the lips were nt moving in time to the dialogue ) .,"['a lip-sync issue', 'the lips', 'time', 'the dialogue']"
3842,apex,but after 10 days  the sound worked  but the video quit working .,"['10 days', 'the sound', 'the video']"
3843,apex,amazon was wonderful about picking it up the next day and paying for the return shipping .,"['amazon', 'it', 'the return shipping']"
3844,apex,"perhaps this experience will teach me not to buy "" off "" brands .","['this experience', 'me', '"" brands']"
3845,apex,i m editing my review  because now i wish i read the manual before returning the player i bought for my girlfriend .,"['i', 'my review', 'i', 'i', 'the manual', 'the player', 'i', 'my girlfriend']"
3846,apex,the button on the remote to switch from pal to ntsc was undoubtedly my problem .,"['the button', 'the remote', 'pal', 'my problem']"
3847,apex,now i may buy two !,['i']
3848,apex,( my orignal review is below : ),['my orignal review']
3849,apex,great feature list  poor reliability .,['great feature list  poor reliability']
3850,apex,output went black and white only via both s-video and composite connections  and with no v-hold .,"['output', 'both s-video and composite connections', 'no v-hold']"
3851,apex,thankfully amazon has free return shipping !,"['amazon', 'free return shipping']"
3852,apex,retraction : said mine had silver plate : it does have display .,"['retraction', 'mine', 'silver plate', 'it', 'display']"
3853,apex,i should have looked at it harder .,"['i', 'it']"
3854,apex,i purchased two apex 2600 for christmas presents .,"['i', 'two apex', 'christmas presents']"
3855,apex,so far we have only hooked up one of them .,"['we', 'them']"
3856,apex,"the unit seems to play all formats that i have put in it ( jpeg  kodak pic s and dvd-r ) i have read other reviews and some good and soom not so good  but my feeling at this time is "" two thumbs up "" !","['the unit', 'all formats', 'that', 'i', 'it', 'i', 'other reviews', 'soom', 'my feeling', 'this time', '"" two thumbs']"
3857,apex,( i guess only time will tell ? ),"['i', 'only time']"
3858,apex,p.s the remote control does seem to get confused at times and doesnt respond but it may be just operator error ?,"['the remote control', 'times', 'it', 'just operator error']"
3859,apex,i bought this thing because it plays everything .,"['i', 'this thing', 'it', 'everything']"
3860,apex,this is the third apex dvd i bought .,"['this', 'the third apex', 'dvd', 'i']"
3861,apex,the first one was the 705 which i hacked successfully to play all region dvds and disable macrovision .,"['the first one', 'which', 'i', 'all region dvds', 'disable macrovision']"
3862,apex,the second one was the 2500 which i think is better than the 2600 because it has more features such as karoake which i do use sometimes for parties .,"['the second one', 'which', 'i', 'it', 'more features', 'karoake', 'which', 'i', 'parties']"
3863,apex,but heck it plays my alias dvds .,"['it', 'my alias dvds']"
3864,apex,what the heck is up with the 2600 .,"['what', 'the heck']"
3865,apex,it suppose to play everything .,"['it', 'everything']"
3866,apex,wrong !,[]
3867,apex,by the way my alias dvds are legit too not no bootleg from the internet .,"['the way', 'my alias dvds', 'the internet']"
3868,apex,i m sending this pup back to amazon and looking for the 2500 on ebay .,"['i', 'this pup', 'amazon', 'ebay']"
3869,apex,you should too .,['you']
3870,apex,forget about the sleek looks if it can t play some of your real dvds.,"['the sleek looks', 'it', 't', 'some', 'your real dvds']"
3871,apex,i bought the 2600 because it plays everything !,"['i', 'it', 'everything']"
3872,apex,well  within 45 days the video output quit working ( both rca & optic ) .,"['45 days', 'the video output']"
3873,apex,we ordered two apex ad-2600 s for our family for christmas - finally decided to join the rest of the world and watch dvd s - well .,"['we', 'two apex ad-2600 s', 'our family', 'christmas', 'the rest', 'the world']"
3874,apex,the second one is up and running .,['the second one']
3875,apex,i am returning the broken one today .,['i']
3876,apex,i will not be ordering another one to replace it .,"['i', 'another one', 'it']"
3877,apex,update : january 27th 2004 - the second one crapped out only after a week - dont buy this product !,"['update', 'the second one', 'a week', 'this product']"
3878,apex,the player looked good right out of the box  offering lots of features and good styling .,"['the player', 'the box', 'lots', 'features', 'good styling']"
3879,apex,i immediately had problems getting the player to recognize two of my favorite dvds .,"['i', 'problems', 'the player', 'my favorite dvds']"
3880,apex,"after "" loading "" for what seemed like a very long time  the display indicated "" no disk "" .","['what', 'a very long time', 'the display', 'no disk']"
3881,apex,after multilple tries  one of the disks was finally recognized but video was poor and features not available .,"['multilple', 'the disks', 'video']"
